Date,Close,Dividends
2000-01-03 02:00:00+00:00,1.8720272779464722,0.0
2000-01-04 02:00:00+00:00,1.7684683799743652,0.0
2000-01-05 02:00:00+00:00,1.7506242990493774,0.0
2000-01-06 02:00:00+00:00,1.7445694208145142,0.0
2000-01-07 02:00:00+00:00,1.7525368928909302,0.0
2000-01-10 02:00:00+00:00,1.7885427474975586,0.0
2000-01-11 02:00:00+00:00,1.7445694208145142,0.0
2000-01-12 02:00:00+00:00,1.7471199035644531,0.0
2000-01-13 02:00:00+00:00,1.6967737674713135,0.0
2000-01-14 02:00:00+00:00,1.720671534538269,0.0
2000-01-17 02:00:00+00:00,1.7009162902832031,0.0
2000-01-18 02:00:00+00:00,1.7088823318481445,0.0
2000-01-19 02:00:00+00:00,1.6967737674713135,0.0
2000-01-20 02:00:00+00:00,1.692949891090393,0.0
2000-01-21 02:00:00+00:00,1.6569435596466064,0.0
2000-01-24 02:00:00+00:00,1.6451534032821655,0.0
2000-01-25 02:00:00+00:00,1.6451534032821655,0.0
2000-01-26 02:00:00+00:00,1.6649093627929688,0.0
2000-01-27 02:00:00+00:00,1.6531198024749756,0.0
2000-01-28 02:00:00+00:00,1.6531198024749756,0.0
2000-01-31 02:00:00+00:00,1.6253979206085205,0.0
2000-02-01 02:00:00+00:00,1.6569435596466064,0.0
2000-02-02 02:00:00+00:00,1.6888072490692139,0.0
2000-02-03 02:00:00+00:00,1.7366043329238892,0.0
2000-02-04 02:00:00+00:00,1.780576467514038,0.0
2000-02-07 02:00:00+00:00,1.7923660278320312,0.0
2000-02-08 02:00:00+00:00,1.8321963548660278,0.0
2000-02-09 02:00:00+00:00,1.7923660278320312,0.0
2000-02-10 02:00:00+00:00,1.7407463788986206,0.0
2000-02-11 02:00:00+00:00,1.6849839687347412,0.0
2000-02-14 02:00:00+00:00,1.6610857248306274,0.0
2000-02-15 02:00:00+00:00,1.692949891090393,0.0
2000-02-16 02:00:00+00:00,1.8283727169036865,0.0
2000-02-17 02:00:00+00:00,1.8124409914016724,0.0
2000-02-18 02:00:00+00:00,1.7726109027862549,0.0
2000-02-21 02:00:00+00:00,1.7684683799743652,0.0
2000-02-22 02:00:00+00:00,1.760502815246582,0.0
2000-02-23 02:00:00+00:00,1.7726109027862549,0.0
2000-02-24 02:00:00+00:00,1.8204067945480347,0.0
2000-02-25 02:00:00+00:00,1.8682037591934204,0.0
2000-02-28 03:00:00+00:00,1.8321963548660278,0.0
2000-02-29 03:00:00+00:00,1.8401633501052856,0.0
2000-03-01 03:00:00+00:00,1.8720272779464722,0.0
2000-03-02 03:00:00+00:00,1.8602370023727417,0.0
2000-03-03 03:00:00+00:00,1.9239659309387207,0.0
2000-03-06 03:00:00+00:00,1.9239659309387207,0.0
2000-03-07 03:00:00+00:00,1.9239659309387207,0.0
2000-03-08 03:00:00+00:00,1.9695318937301636,0.0
2000-03-09 03:00:00+00:00,2.0389959812164307,0.0
2000-03-10 03:00:00+00:00,1.979729413986206,0.0
2000-03-13 03:00:00+00:00,1.979729413986206,0.0
2000-03-14 03:00:00+00:00,1.8522717952728271,0.0
2000-03-15 03:00:00+00:00,1.876170039176941,0.0
2000-03-16 03:00:00+00:00,1.8879597187042236,0.0
2000-03-17 03:00:00+00:00,1.8682037591934204,0.0
2000-03-20 03:00:00+00:00,1.8124409914016724,0.0
2000-03-21 03:00:00+00:00,1.8481296300888062,0.0
2000-03-22 03:00:00+00:00,1.8525903224945068,0.0
2000-03-23 03:00:00+00:00,1.8522717952728271,0.0
2000-03-24 03:00:00+00:00,1.8522717952728271,0.0
2000-03-27 03:00:00+00:00,1.9915193319320679,0.0
2000-03-28 03:00:00+00:00,1.908034086227417,0.0
2000-03-29 03:00:00+00:00,1.9000686407089233,0.0
2000-03-30 03:00:00+00:00,1.8560945987701416,0.0
2000-03-31 03:00:00+00:00,1.8799936771392822,0.0
2000-04-03 03:00:00+00:00,1.864061951637268,0.0
2000-04-04 03:00:00+00:00,1.854183316230774,0.0
2000-04-05 03:00:00+00:00,1.9319316148757935,0.0
2000-04-06 03:00:00+00:00,1.9596549272537231,0.0
2000-04-07 03:00:00+00:00,1.9717626571655273,0.0
2000-04-10 03:00:00+00:00,1.9277899265289307,0.0
2000-04-11 03:00:00+00:00,1.8799936771392822,0.0
2000-04-12 03:00:00+00:00,1.9236477613449097,0.0
2000-04-13 03:00:00+00:00,1.8799936771392822,0.0
2000-04-14 03:00:00+00:00,1.8799936771392822,0.0
2000-04-17 03:00:00+00:00,1.6728757619857788,0.0
2000-04-18 03:00:00+00:00,1.7248142957687378,0.0
2000-04-19 03:00:00+00:00,1.6212553977966309,0.0
2000-04-20 03:00:00+00:00,1.6250791549682617,0.0
2000-04-21 03:00:00+00:00,1.6250791549682617,0.0
2000-04-24 03:00:00+00:00,1.5932153463363647,0.0
2000-04-25 03:00:00+00:00,1.7366043329238892,0.0
2000-04-26 03:00:00+00:00,1.7107938528060913,0.0
2000-04-27 03:00:00+00:00,1.712706446647644,0.0
2000-04-28 03:00:00+00:00,1.713024377822876,0.0
2000-05-01 03:00:00+00:00,1.713024377822876,0.0
2000-05-02 03:00:00+00:00,1.7544485330581665,0.0
2000-05-03 03:00:00+00:00,1.7487127780914307,0.0
2000-05-04 03:00:00+00:00,1.7445694208145142,0.0
2000-05-05 03:00:00+00:00,1.7487127780914307,0.0
2000-05-08 03:00:00+00:00,1.7506242990493774,0.0
2000-05-09 03:00:00+00:00,1.7522170543670654,0.0
2000-05-10 03:00:00+00:00,1.720671534538269,0.0
2000-05-11 03:00:00+00:00,1.6926313638687134,0.0
2000-05-12 03:00:00+00:00,1.690719485282898,0.0
2000-05-15 03:00:00+00:00,1.720671534538269,0.0
2000-05-16 03:00:00+00:00,1.7764339447021484,0.0
2000-05-17 03:00:00+00:00,1.7566787004470825,0.0
2000-05-18 03:00:00+00:00,1.7646450996398926,0.0
2000-05-19 03:00:00+00:00,1.7248142957687378,0.0
2000-05-22 03:00:00+00:00,1.6747875213623047,0.0
2000-05-23 03:00:00+00:00,1.6967737674713135,0.0
2000-05-24 03:00:00+00:00,1.6690512895584106,0.0
2000-05-25 03:00:00+00:00,1.692949891090393,0.0
2000-05-26 03:00:00+00:00,1.6731938123703003,0.0
2000-05-29 03:00:00+00:00,1.6888072490692139,0.0
2000-05-30 03:00:00+00:00,1.6939060688018799,0.0
2000-05-31 03:00:00+00:00,1.6690512895584106,0.0
2000-06-01 03:00:00+00:00,1.7525368928909302,0.0
2000-06-02 03:00:00+00:00,1.8522717952728271,0.0
2000-06-05 03:00:00+00:00,1.8449426889419556,0.0
2000-06-06 03:00:00+00:00,1.8449426889419556,0.0
2000-06-07 03:00:00+00:00,1.989606261253357,0.0
2000-06-08 03:00:00+00:00,1.9998027086257935,0.0
2000-06-09 03:00:00+00:00,1.999484658241272,0.0
2000-06-12 03:00:00+00:00,1.9876947402954102,0.0
2000-06-13 03:00:00+00:00,1.9857832193374634,0.0
2000-06-14 03:00:00+00:00,1.9637969732284546,0.0
2000-06-15 03:00:00+00:00,1.9653891324996948,0.0
2000-06-16 03:00:00+00:00,2.003627300262451,0.0
2000-06-19 03:00:00+00:00,2.0154168605804443,0.0
2000-06-20 03:00:00+00:00,2.027524709701538,0.0
2000-06-21 03:00:00+00:00,2.0514237880706787,0.0
2000-06-22 03:00:00+00:00,2.0514237880706787,0.0
2000-06-23 03:00:00+00:00,2.0516626834869385,0.0
2000-06-26 03:00:00+00:00,2.091094493865967,0.0
2000-06-27 03:00:00+00:00,2.1110095977783203,0.0
2000-06-28 03:00:00+00:00,2.186687707901001,0.0
2000-06-29 03:00:00+00:00,2.11897611618042,0.0
2000-06-30 03:00:00+00:00,2.17075514793396,0.0
2000-07-03 03:00:00+00:00,2.2304999828338623,0.0
2000-07-04 03:00:00+00:00,2.2782976627349854,0.0
2000-07-05 03:00:00+00:00,2.222534418106079,0.0
2000-07-06 03:00:00+00:00,2.222534418106079,0.0
2000-07-07 03:00:00+00:00,2.136899709701538,0.0
2000-07-10 03:00:00+00:00,2.1448657512664795,0.0
2000-07-11 03:00:00+00:00,2.041306257247925,0.0
2000-07-12 03:00:00+00:00,2.0114333629608154,0.0
2000-07-13 03:00:00+00:00,1.929383397102356,0.0
2000-07-14 03:00:00+00:00,1.9716027975082397,0.0
2000-07-17 03:00:00+00:00,1.9716027975082397,0.0
2000-07-18 03:00:00+00:00,1.9516886472702026,0.0
2000-07-19 03:00:00+00:00,1.979569435119629,0.0
2000-07-20 03:00:00+00:00,2.087110757827759,0.0
2000-07-21 03:00:00+00:00,2.0512638092041016,0.0
2000-07-24 03:00:00+00:00,2.031348705291748,0.0
2000-07-25 03:00:00+00:00,1.92380690574646,0.0
2000-07-26 03:00:00+00:00,1.9417306184768677,0.0
2000-07-27 03:00:00+00:00,1.91145920753479,0.0
2000-07-28 03:00:00+00:00,1.8401633501052856,0.0
2000-07-31 03:00:00+00:00,1.8648574352264404,0.0
2000-08-01 03:00:00+00:00,1.812281608581543,0.0
2000-08-02 03:00:00+00:00,1.8525104522705078,0.0
2000-08-03 03:00:00+00:00,1.857688069343567,0.0
2000-08-04 03:00:00+00:00,1.8521130084991455,0.0
2000-08-07 03:00:00+00:00,1.8943328857421875,0.0
2000-08-08 03:00:00+00:00,1.8302056789398193,0.0
2000-08-09 03:00:00+00:00,1.7943578958511353,0.0
2000-08-10 03:00:00+00:00,1.9716027975082397,0.0
2000-08-11 03:00:00+00:00,1.9875348806381226,0.0
2000-08-14 03:00:00+00:00,1.98355233669281,0.0
2000-08-15 03:00:00+00:00,2.007451057434082,0.0
2000-08-16 03:00:00+00:00,2.031348705291748,0.0
2000-08-17 03:00:00+00:00,2.1110095977783203,0.0
2000-08-18 03:00:00+00:00,2.0707814693450928,0.0
2000-08-21 03:00:00+00:00,2.029357433319092,0.0
2000-08-22 03:00:00+00:00,2.0512638092041016,0.0
2000-08-23 03:00:00+00:00,2.0986616611480713,0.0
2000-08-24 03:00:00+00:00,2.091094493865967,0.0
2000-08-25 03:00:00+00:00,2.1309256553649902,0.0
2000-08-28 03:00:00+00:00,2.1070268154144287,0.0
2000-08-29 03:00:00+00:00,2.1667723655700684,0.0
2000-08-30 03:00:00+00:00,2.2504160404205322,0.0
2000-08-31 03:00:00+00:00,2.1946535110473633,0.0
2000-09-01 03:00:00+00:00,2.210585832595825,0.0
2000-09-04 03:00:00+00:00,2.1962461471557617,0.0
2000-09-05 03:00:00+00:00,2.1831023693084717,0.0
2000-09-06 03:00:00+00:00,2.266347646713257,0.0
2000-09-07 03:00:00+00:00,2.266347646713257,0.0
2000-09-08 03:00:00+00:00,2.2504160404205322,0.0
2000-09-11 03:00:00+00:00,2.294229030609131,0.0
2000-09-12 03:00:00+00:00,2.2547974586486816,0.0
2000-09-13 03:00:00+00:00,2.2304999828338623,0.0
2000-09-14 03:00:00+00:00,2.146857261657715,0.0
2000-09-15 03:00:00+00:00,2.173941135406494,0.0
2000-09-18 03:00:00+00:00,2.1106114387512207,0.0
2000-09-19 03:00:00+00:00,2.0970685482025146,0.0
2000-09-20 03:00:00+00:00,2.1309256553649902,0.0
2000-09-21 03:00:00+00:00,2.075161933898926,0.0
2000-09-22 03:00:00+00:00,2.0512638092041016,0.0
2000-09-25 03:00:00+00:00,2.071179151535034,0.0
2000-09-26 03:00:00+00:00,2.1229593753814697,0.0
2000-09-27 03:00:00+00:00,2.11897611618042,0.0
2000-09-28 03:00:00+00:00,2.1070268154144287,0.0
2000-09-29 03:00:00+00:00,2.087110757827759,0.0
2000-10-02 03:00:00+00:00,2.0791454315185547,0.0
2000-10-03 03:00:00+00:00,2.0875096321105957,0.0
2000-10-04 03:00:00+00:00,2.1110095977783203,0.0
2000-10-05 03:00:00+00:00,2.1110095977783203,0.0
2000-10-06 03:00:00+00:00,2.063213348388672,0.0
2000-10-09 02:00:00+00:00,2.0671956539154053,0.0
2000-10-10 02:00:00+00:00,2.1050355434417725,0.0
2000-10-11 02:00:00+00:00,2.1110095977783203,0.0
2000-10-12 02:00:00+00:00,2.1110095977783203,0.0
2000-10-13 02:00:00+00:00,2.136500835418701,0.0
2000-10-16 02:00:00+00:00,2.059229850769043,0.0
2000-10-17 02:00:00+00:00,1.9716027975082397,0.0
2000-10-18 02:00:00+00:00,1.9915193319320679,0.0
2000-10-19 02:00:00+00:00,2.0237808227539062,0.0
2000-10-20 02:00:00+00:00,1.9915193319320679,0.0
2000-10-23 02:00:00+00:00,1.909866213798523,0.0
2000-10-24 02:00:00+00:00,1.909866213798523,0.0
2000-10-25 02:00:00+00:00,1.8242312669754028,0.0
2000-10-26 02:00:00+00:00,1.947704553604126,0.0
2000-10-27 02:00:00+00:00,1.9664252996444702,0.0
2000-10-30 02:00:00+00:00,2.0197982788085938,0.0
2000-10-31 02:00:00+00:00,2.017009735107422,0.0
2000-11-01 02:00:00+00:00,2.0385193824768066,0.0
2000-11-02 02:00:00+00:00,2.0385193824768066,0.0
2000-11-03 02:00:00+00:00,1.9955015182495117,0.0
